Age,Gender,Education Level,Job Title,Years of Experience,City,Salary
49.0,Female,PhD,Financial Analyst,14.9,Denver,129799.05
41.0,Male,High School,Project Manager,9.9,Atlanta,76209.29
35.0,Male,Bachelor's,Project Manager,8.1,Remote,88597.39
44.0,Female,High School,Data Analyst,7.0,Denver,64115.57
49.0,Male,Bachelor's,Product Manager,15.4,Chicago,121227.42
29.0,Female,High School,Data Analyst,1.7,San Francisco,64480.67
35.0,Female,Bachelor's,Marketing Manager,9.8,Austin,95183.4
,Male,Bachelor's,HR Manager,6.8,Boston,90352.14
50.0,Female,Bachelor's,Data Scientist,15.3,San Francisco,139551.94
40.0,Male,,HR Manager,12.5,Austin,128457.25
28.0,Male,Bachelor's,DevOps Engineer,5.1,Boston,95236.19
31.0,Female,Master's,HR Manager,5.4,Seattle,87569.36
33.0,Female,PhD,Marketing Manager,10.0,Chicago,126237.09
40.0,Female,Bachelor's,Sales Executive,13.6,San Francisco,109161.56
24.0,Male,Bachelor's,Data Analyst,,New York,80942.03
42.0,Male,Bachelor's,Data Analyst,14.5,New York,105395.53
21.0,Male,Bachelor's,Business Analyst,0.0,Boston,73792.09
53.0,Female,,Operations Manager,21.9,San Francisco,156461.33
33.0,Male,PhD,Project Manager,11.4,Denver,139014.83
46.0,Female,High School,UX Designer,13.4,Denver,80804.28
28.0,Female,Bachelor's,Business Analyst,4.2,Remote,55222.05
43.0,Female,PhD,Financial Analyst,10.6,Atlanta,115947.9
47.0,Female,Master's,Data Analyst,12.7,Austin,101245.83
31.0,Male,High School,Data Scientist,6.2,Chicago,73365.97
32.0,Female,Bachelor's,Operations Manager,3.6,Chicago,93494.77
29.0,Female,Bachelor's,Data Analyst,8.0,New York,89583.79
56.0,Male,Master's,Operations Manager,18.9,Atlanta,130339.54
49.0,Male,Master's,UX Designer,15.8,Remote,112130.44
21.0,Female,High School,Operations Manager,0.0,Austin,51272.82
45.0,Female,Bachelor's,Data Scientist,15.0,Denver,125032.37
36.0,Male,Master's,Project Manager,8.4,Denver,117025.74
32.0,Male,High School,Financial Analyst,4.1,New York,77585.03
27.0,Male,Bachelor's,DevOps Engineer,4.3,Seattle,98485.36
41.0,Male,Master's,HR Manager,9.0,Chicago,85280.63
26.0,Female,Bachelor's,Financial Analyst,2.6,Atlanta,65252.83
36.0,Female,Master's,Sales Executive,13.2,Seattle,109603.28
45.0,Male,High School,UX Designer,16.1,Denver,92243.74
45.0,Female,PhD,Sales Executive,16.7,Austin,131081.78
40.0,Male,Bachelor's,Research Scientist,9.7,Remote,102991.61
31.0,Male,Master's,Research Scientist,10.0,Chicago,111175.13
36.0,Male,High School,Project Manager,13.5,New York,102303.75
40.0,Male,Bachelor's,DevOps Engineer,11.0,Denver,104323.27
32.0,Female,Bachelor's,Data Analyst,8.3,Atlanta,72004.18
42.0,Male,High School,HR Manager,9.6,Chicago,65154.07
26.0,Male,High School,Business Analyst,1.3,Boston,56759.15
36.0,Male,Bachelor's,Operations Manager,9.6,Remote,97522.31
38.0,Male,Bachelor's,Data Scientist,13.0,Boston,119353.35
35.0,Male,Master's,Operations Manager,8.2,Boston,111713.19
33.0,Male,Bachelor's,Project Manager,7.5,Austin,86279.51
34.0,Male,Bachelor's,Marketing Manager,10.6,Remote,83216.62
21.0,Female,Master's,Software Engineer,0.0,Austin,93546.88
52.0,,High School,Research Scientist,17.4,Remote,97412.88
34.0,Male,Bachelor's,UX Designer,3.2,Seattle,77787.93
33.0,,Master's,HR Manager,7.0,San Francisco,113216.09
21.0,Female,Bachelor's,Software Engineer,0.0,Boston,82746.87
21.0,Male,Master's,Project Manager,0.0,Austin,79108.38
36.0,Female,Bachelor's,Operations Manager,4.9,New York,91684.0
25.0,Female,PhD,Research Scientist,4.0,Austin,128104.53
41.0,Female,Bachelor's,Customer Support Specialist,,Remote,70232.0
21.0,Male,Bachelor's,Business Analyst,0.0,Atlanta,71078.69
30.0,Male,Bachelor's,Financial Analyst,0.7,Austin,59887.9
26.0,Female,Master's,Customer Support Specialist,0.0,Denver,72146.37
21.0,Male,PhD,Project Manager,0.0,Chicago,99435.32
31.0,,PhD,Research Scientist,4.4,Boston,135065.32
40.0,Male,Bachelor's,Software Engineer,9.6,Atlanta,88017.74
24.0,Female,Bachelor's,UX Designer,0.0,Denver,58474.26
36.0,Male,Bachelor's,Software Engineer,5.7,Atlanta,90326.18
27.0,Male,Bachelor's,DevOps Engineer,0.0,Atlanta,66650.08
36.0,Female,Master's,Sales Executive,6.0,San Francisco,109374.76
35.0,Female,Bachelor's,UX Designer,7.7,Chicago,79175.36
47.0,Female,PhD,HR Manager,21.7,Chicago,150950.29
28.0,Male,Master's,DevOps Engineer,6.5,Boston,112960.07
31.0,Female,Master's,DevOps Engineer,7.6,New York,114898.79
30.0,Male,Bachelor's,HR Manager,0.5,San Francisco,86843.76
39.0,Female,Master's,DevOps Engineer,11.4,New York,118482.06
38.0,Male,High School,HR Manager,9.4,Remote,66538.41
46.0,Female,Master's,Product Manager,11.4,Chicago,137517.69
22.0,Male,Bachelor's,Project Manager,0.0,Atlanta,82135.38
30.0,Male,Bachelor's,Business Analyst,2.8,Seattle,78488.75
51.0,Male,Bachelor's,Financial Analyst,16.7,Denver,99699.92
48.0,Male,High School,Software Engineer,13.3,Remote,72334.98
21.0,Male,Bachelor's,Software Engineer,0.0,San Francisco,93621.95
54.0,Male,PhD,HR Manager,22.1,Seattle,156963.71
32.0,Male,PhD,Operations Manager,1.9,Remote,112951.62
45.0,Female,High School,Marketing Manager,14.5,Boston,88063.02
50.0,Male,Master's,Software Engineer,16.5,New York,130688.45
,Male,Bachelor's,Marketing Manager,7.7,Austin,95624.51
31.0,Female,,UX Designer,3.0,Remote,66512.69
27.0,Female,Bachelor's,Financial Analyst,4.3,Boston,77087.57
43.0,Female,High School,Product Manager,14.3,Denver,101996.88
24.0,Female,High School,Data Scientist,3.0,New York,82221.09
30.0,Female,PhD,Customer Support Specialist,3.8,Boston,108890.88
42.0,Female,Bachelor's,Business Analyst,15.4,Denver,95823.13
21.0,Female,Master's,HR Manager,0.0,Atlanta,68184.09
41.0,Male,,Customer Support Specialist,9.8,Austin,80854.7
41.0,Female,High School,DevOps Engineer,12.8,Austin,88836.95
58.0,Male,Bachelor's,Business Analyst,17.7,New York,125607.13
39.0,Female,Master's,Customer Support Specialist,7.1,Boston,88185.28
41.0,Female,Master's,Business Analyst,9.3,San Francisco,121422.49
27.0,Female,PhD,Software Engineer,6.0,Boston,126622.85
21.0,Male,Master's,Software Engineer,0.0,Chicago,82972.61
21.0,Male,Bachelor's,Customer Support Specialist,0.0,Austin,54765.17
30.0,Male,Bachelor's,Research Scientist,3.8,New York,89516.38
23.0,,Bachelor's,Product Manager,0.0,Denver,82309.93
23.0,Male,Master's,Data Analyst,,Remote,77406.25
21.0,Male,Bachelor's,Marketing Manager,0.0,New York,80213.7
39.0,Female,Bachelor's,DevOps Engineer,12.1,Seattle,112513.68
42.0,Female,Master's,Product Manager,12.6,Denver,108420.33
34.0,Male,Bachelor's,Customer Support Specialist,1.6,Remote,58849.54
46.0,Male,Master's,Product Manager,13.5,New York,150061.19
35.0,Female,PhD,DevOps Engineer,3.0,San Francisco,139276.85
37.0,Female,Master's,DevOps Engineer,8.9,Remote,103024.53
33.0,Female,Bachelor's,Customer Support Specialist,3.7,New York,78248.95
37.0,Male,Master's,UX Designer,9.8,Remote,97366.26
37.0,Male,Bachelor's,Research Scientist,12.0,Chicago,105260.01
25.0,Male,High School,DevOps Engineer,3.2,Boston,76570.93
21.0,Female,Bachelor's,Business Analyst,0.0,Atlanta,70397.05
21.0,Female,High School,Business Analyst,0.0,New York,58746.99
34.0,Male,PhD,Product Manager,4.4,New York,144100.37
21.0,Male,High School,Project Manager,0.0,Austin,61201.27
21.0,Female,Master's,Marketing Manager,0.0,Seattle,90076.47
37.0,Male,Master's,Marketing Manager,7.7,San Francisco,136892.47
43.0,Male,Bachelor's,Research Scientist,12.5,Boston,118615.3
31.0,Male,High School,Operations Manager,5.7,Chicago,76841.27
33.0,Female,Bachelor's,Research Scientist,8.6,San Francisco,110571.71
36.0,Male,Master's,Financial Analyst,6.6,Remote,94184.9
30.0,Male,Master's,Data Scientist,3.4,Austin,107045.36
31.0,Female,Bachelor's,UX Designer,4.5,Remote,61012.55
46.0,Male,Bachelor's,Data Analyst,14.8,Chicago,96989.42
38.0,Male,PhD,Software Engineer,12.6,Boston,145426.74
32.0,Male,Master's,Sales Executive,4.5,Austin,89878.44
40.0,Male,Master's,Business Analyst,9.8,Atlanta,101697.0
37.0,Male,Master's,HR Manager,8.2,San Francisco,115095.57
30.0,Male,Bachelor's,Project Manager,5.7,Atlanta,83051.72
29.0,Female,High School,Financial Analyst,0.0,Seattle,58428.03
21.0,Male,Bachelor's,Financial Analyst,0.0,San Francisco,80256.5
52.0,Female,Master's,Data Scientist,18.1,New York,152148.14
24.0,Female,Master's,UX Designer,3.0,Remote,83322.61
37.0,Male,High School,Research Scientist,10.8,Denver,90457.67
31.0,Male,Master's,UX Designer,7.2,Denver,106523.25
42.0,Female,Master's,Research Scientist,11.7,Remote,122721.78
40.0,Female,Master's,DevOps Engineer,11.3,San Francisco,130081.13
36.0,,High School,Research Scientist,11.3,Denver,102835.71
32.0,Male,Bachelor's,UX Designer,4.5,Chicago,74871.53
36.0,Male,Master's,Business Analyst,12.5,Atlanta,94550.8
37.0,Male,Bachelor's,Business Analyst,8.0,Boston,93152.37
38.0,Male,PhD,Business Analyst,6.6,Remote,98538.99
27.0,Male,PhD,Customer Support Specialist,3.3,Atlanta,92650.73
29.0,,Master's,Project Manager,6.7,Atlanta,110958.84
25.0,Female,Bachelor's,Customer Support Specialist,3.3,Chicago,74262.57
36.0,Female,Master's,Product Manager,13.3,Austin,130946.63
40.0,Male,Bachelor's,DevOps Engineer,14.1,Denver,104480.86
45.0,Female,Bachelor's,Data Analyst,15.7,Seattle,112185.18
35.0,Male,Bachelor's,Data Scientist,9.0,Chicago,100766.37
40.0,Female,Bachelor's,Research Scientist,10.4,Remote,95180.16
35.0,Female,Bachelor's,Data Analyst,4.6,New York,86710.23
45.0,Female,Bachelor's,Customer Support Specialist,12.1,Austin,77138.57
39.0,Female,PhD,HR Manager,13.0,Boston,137013.52
25.0,Female,Bachelor's,HR Manager,1.4,Boston,74169.14
43.0,Male,Bachelor's,Data Analyst,13.1,Denver,84022.06
,,High School,UX Designer,0.0,Boston,53563.91
59.0,Female,Bachelor's,Project Manager,23.4,Austin,122084.07
38.0,Male,Master's,UX Designer,3.7,Seattle,108162.79
22.0,Male,PhD,Software Engineer,0.9,Atlanta,103898.08
32.0,Female,Master's,HR Manager,4.9,Boston,92394.36
36.0,,Master's,Software Engineer,12.1,Remote,97816.72
41.0,Female,Master's,UX Designer,,San Francisco,112512.7
32.0,Male,High School,HR Manager,6.6,Remote,56882.99
33.0,Female,Bachelor's,Research Scientist,10.0,Atlanta,96682.73
25.0,Female,Bachelor's,Financial Analyst,0.0,Seattle,68849.39
27.0,Female,Bachelor's,Software Engineer,4.5,Denver,88663.99
33.0,Female,Master's,HR Manager,7.5,Austin,101682.66
41.0,Male,Master's,DevOps Engineer,5.7,Chicago,107531.97
51.0,Male,Bachelor's,Sales Executive,19.2,Chicago,102314.86
28.0,Male,Bachelor's,Business Analyst,5.5,Atlanta,68626.92
30.0,Female,Bachelor's,Financial Analyst,0.5,Atlanta,71362.91
26.0,Male,Bachelor's,Data Scientist,0.0,Denver,83939.24
33.0,Male,High School,Sales Executive,4.1,Atlanta,49055.37
38.0,Male,Bachelor's,Customer Support Specialist,7.1,Seattle,79191.41
36.0,Male,High School,Sales Executive,2.5,Seattle,62568.71
29.0,Female,Bachelor's,Business Analyst,0.0,Boston,76641.96
39.0,Female,Master's,DevOps Engineer,12.6,San Francisco,143900.61
40.0,Male,Bachelor's,DevOps Engineer,8.7,Chicago,99215.85
46.0,Female,PhD,Research Scientist,16.1,New York,163571.89
46.0,Male,Master's,Business Analyst,13.0,Atlanta,111764.83
30.0,Female,Bachelor's,Marketing Manager,0.5,Chicago,73960.14
32.0,Male,High School,Financial Analyst,2.6,Austin,66447.36
36.0,Male,Bachelor's,Data Analyst,14.1,Atlanta,99415.78
40.0,Male,Bachelor's,Research Scientist,8.8,Atlanta,83783.3
48.0,Male,Bachelor's,Research Scientist,15.3,Chicago,117066.21
21.0,Male,High School,Sales Executive,0.0,New York,49680.78
41.0,Male,Master's,Data Scientist,7.7,Chicago,114757.75
26.0,Male,Master's,Business Analyst,4.4,New York,87279.04
39.0,Male,Bachelor's,UX Designer,11.2,Austin,88294.55
29.0,Female,Bachelor's,Operations Manager,5.1,Atlanta,75248.42
34.0,Female,Bachelor's,Software Engineer,10.2,New York,111343.9
38.0,Male,Bachelor's,Software Engineer,10.7,Boston,112374.4
23.0,Female,Master's,Business Analyst,2.0,Chicago,86893.63
34.0,Female,Master's,Project Manager,7.6,Austin,98075.85
40.0,Male,Bachelor's,Product Manager,13.8,Austin,112172.32
44.0,Female,Bachelor's,Project Manager,8.0,San Francisco,122134.28
31.0,Male,Bachelor's,UX Designer,2.3,New York,86081.55
30.0,Female,High School,Customer Support Specialist,7.5,New York,60980.72
25.0,Female,Master's,Operations Manager,4.0,Remote,77624.0
43.0,Female,Bachelor's,Software Engineer,15.2,Austin,114862.95
35.0,Female,High School,Software Engineer,4.9,New York,78167.04
42.0,Male,Master's,Financial Analyst,13.7,Boston,110705.49
22.0,Male,PhD,Financial Analyst,1.0,San Francisco,115678.03
35.0,Male,Master's,Research Scientist,12.7,Denver,118159.7
30.0,Female,Bachelor's,Business Analyst,4.5,Remote,69857.92
31.0,Male,Bachelor's,Data Scientist,5.6,Atlanta,98347.2
29.0,Male,Bachelor's,Data Analyst,6.7,Boston,68739.37
38.0,Male,Bachelor's,Marketing Manager,6.5,Atlanta,85359.88
28.0,Female,High School,HR Manager,1.1,Remote,47630.58
29.0,Male,Bachelor's,Project Manager,8.0,Austin,89912.47
47.0,Female,Bachelor's,UX Designer,11.8,Austin,100109.65
,Male,Bachelor's,Project Manager,3.6,Austin,79604.09
21.0,Male,Master's,Software Engineer,0.0,Chicago,90177.77
46.0,Male,Bachelor's,Sales Executive,11.6,Denver,80660.68
46.0,Male,Bachelor's,DevOps Engineer,,Boston,105922.67
35.0,Male,Bachelor's,Product Manager,7.4,Chicago,106085.94
37.0,Male,Master's,Operations Manager,6.3,Chicago,113797.15
21.0,Male,Bachelor's,Marketing Manager,0.0,San Francisco,89461.48
33.0,Male,High School,Research Scientist,1.7,Chicago,70120.38
53.0,Female,Bachelor's,DevOps Engineer,17.3,Chicago,133455.72
36.0,Male,Bachelor's,Customer Support Specialist,6.1,Austin,65111.01
22.0,Male,High School,Data Analyst,1.0,Chicago,46989.56
22.0,Female,Bachelor's,Marketing Manager,0.1,Remote,67605.4
37.0,Male,Bachelor's,Marketing Manager,7.7,Chicago,82609.47
30.0,Female,PhD,UX Designer,3.8,Denver,100119.58
43.0,Male,Master's,Financial Analyst,14.5,Remote,104411.75
26.0,Male,Bachelor's,Data Analyst,1.0,Remote,63624.31
46.0,Female,PhD,Data Analyst,8.5,Austin,109082.64
45.0,Male,High School,HR Manager,12.1,Denver,66693.24
42.0,Male,Bachelor's,Operations Manager,12.4,Boston,103357.52
51.0,Male,Bachelor's,Data Analyst,20.3,Austin,107688.86
32.0,Male,Bachelor's,Data Scientist,10.4,Denver,92601.43
46.0,Female,Master's,Product Manager,15.8,New York,145025.37
23.0,Female,Bachelor's,Software Engineer,1.2,Seattle,83831.56
40.0,Male,Master's,Software Engineer,18.2,San Francisco,135821.57
28.0,Female,PhD,Customer Support Specialist,0.0,Atlanta,82109.59
21.0,Male,High School,Marketing Manager,0.0,San Francisco,68627.95
27.0,Male,Bachelor's,DevOps Engineer,4.7,Denver,75974.69
39.0,Female,High School,Research Scientist,13.1,Denver,97837.17
28.0,Male,Master's,Marketing Manager,3.9,Atlanta,83528.88
26.0,Male,Master's,Product Manager,5.0,Seattle,109574.36
42.0,Male,Bachelor's,Financial Analyst,16.7,Remote,96300.18
55.0,Female,Master's,HR Manager,17.5,Denver,110425.91
23.0,Male,High School,UX Designer,2.0,Boston,63297.66
39.0,Male,Master's,Data Scientist,10.5,Remote,127572.79
36.0,Male,Bachelor's,Software Engineer,9.5,Boston,98512.07
29.0,Male,Bachelor's,Operations Manager,5.3,Atlanta,76575.78
46.0,Female,Bachelor's,Operations Manager,9.5,Boston,105021.08
36.0,Male,Bachelor's,Business Analyst,9.3,Chicago,82963.75
45.0,Female,Master's,UX Designer,12.4,Boston,107516.28
33.0,Male,High School,Sales Executive,3.8,Austin,54032.68
32.0,Female,Bachelor's,Business Analyst,10.1,Atlanta,61944.25
39.0,Male,PhD,Data Analyst,10.5,Denver,98341.04
40.0,Female,Master's,Data Scientist,10.7,New York,132124.75
40.0,Female,Master's,Customer Support Specialist,16.2,Austin,108978.88
43.0,Male,Master's,UX Designer,13.3,Remote,118817.95
28.0,Male,PhD,Project Manager,6.8,Boston,136145.78
43.0,Female,Bachelor's,HR Manager,17.6,San Francisco,110227.1
54.0,Male,Bachelor's,Data Analyst,15.3,Boston,108201.19
36.0,Male,High School,Project Manager,7.8,Austin,89111.08
24.0,Male,Bachelor's,Operations Manager,,Seattle,72396.53
41.0,Female,Bachelor's,Financial Analyst,13.9,Austin,117203.49
31.0,Female,Master's,Product Manager,4.3,Seattle,123747.23
40.0,Male,Bachelor's,Data Scientist,8.2,Remote,89259.21
31.0,Male,Bachelor's,Data Scientist,2.0,Seattle,100366.91
29.0,Male,Master's,Software Engineer,3.9,Boston,100536.61
37.0,Female,Master's,UX Designer,0.4,Atlanta,80176.36
28.0,Male,Bachelor's,DevOps Engineer,5.9,Remote,72409.78
22.0,Female,Bachelor's,Marketing Manager,1.0,Denver,71485.21
45.0,Female,Master's,DevOps Engineer,10.8,Chicago,107052.65
21.0,Female,High School,Software Engineer,0.0,Remote,55899.13
29.0,Female,Master's,Sales Executive,1.4,San Francisco,79898.92
33.0,Male,Bachelor's,Data Analyst,7.4,New York,84555.79
45.0,Female,Bachelor's,Project Manager,11.2,Seattle,119026.39
24.0,Female,Bachelor's,Product Manager,0.0,San Francisco,110138.11
62.0,Female,Bachelor's,Research Scientist,24.0,Seattle,146525.73
43.0,Male,PhD,DevOps Engineer,12.7,San Francisco,156321.8
27.0,Female,High School,Customer Support Specialist,2.6,New York,44599.68
21.0,Female,Bachelor's,Customer Support Specialist,0.0,Chicago,50160.78
,Male,PhD,DevOps Engineer,5.3,Remote,120840.44
21.0,Male,High School,Research Scientist,0.0,Seattle,59221.89
45.0,Female,Bachelor's,Data Analyst,8.1,Seattle,84384.76
21.0,Male,High School,Operations Manager,0.0,Remote,51040.07
37.0,Male,Bachelor's,Data Analyst,8.9,Austin,86496.34
49.0,Male,,Project Manager,18.8,Denver,115555.32
30.0,Male,Bachelor's,UX Designer,,Seattle,81725.37
43.0,Male,Bachelor's,HR Manager,12.4,Seattle,98312.47
39.0,Male,Bachelor's,Business Analyst,12.3,Denver,78245.06
29.0,Male,Bachelor's,Project Manager,5.6,Atlanta,78601.13
54.0,Male,High School,Project Manager,20.2,Austin,115111.18
37.0,Male,Master's,Financial Analyst,10.0,Boston,112467.0
26.0,Male,PhD,Sales Executive,2.5,Chicago,106432.99
44.0,Female,PhD,Product Manager,15.4,New York,165835.76
33.0,Female,Bachelor's,Business Analyst,10.7,Austin,67444.74
39.0,Female,High School,Data Scientist,8.8,Remote,86373.04
24.0,Male,Bachelor's,DevOps Engineer,2.8,New York,92584.64
37.0,Male,High School,Financial Analyst,11.5,Remote,67591.21
22.0,Male,Master's,Data Analyst,0.0,Austin,63150.06
36.0,Female,Bachelor's,DevOps Engineer,11.7,Boston,118575.71
41.0,Female,Bachelor's,Customer Support Specialist,6.4,Boston,95652.23
30.0,Male,Bachelor's,Business Analyst,3.7,Remote,69493.2
29.0,Female,Bachelor's,Operations Manager,6.5,New York,98275.95
36.0,Male,PhD,Research Scientist,11.2,Atlanta,132613.62
51.0,Female,Bachelor's,Sales Executive,15.3,New York,107064.31
35.0,Female,High School,Project Manager,6.1,Atlanta,67376.87
47.0,Male,Bachelor's,Sales Executive,11.8,Austin,90700.73
22.0,Male,Bachelor's,Data Scientist,0.0,Chicago,82178.55
31.0,Female,Bachelor's,Business Analyst,10.0,Denver,88970.48
21.0,Female,Bachelor's,Data Scientist,0.0,Boston,72165.05
